,ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
809,DOUGLJO01,John,Douglas,G,1981,1982,6.0,2.0,170.0,Kansas,1956-06-12 00:00:00
810,DOUGLLE01,Leon,Douglas,C,1976,1982,6.0,10.0,230.0,Alabama,1954-08-26 00:00:00
811,DOUGLSH01,Sherman,Douglas,G,1989,2000,6.0,0.0,180.0,Syracuse,1966-09-15 00:00:00
812,DOVELL01,Lloyd,Dove,F,1967,1968,6.0,7.0,198.0,St. John's,1945-08-16 00:00:00
813,DOVESO01,Sonny,Dove,F,1969,1971,6.0,7.0,210.0,UCLA,1945-01-01 00:00:00
814,DOVERJE01,Jerry,Dover,G,1971,1971,5.0,7.0,155.0,LeMoyne-Owen,1949-10-16 00:00:00
815,DOWNEBI01,Bill,Downey,C,1947,1947,6.0,6.0,210.0,Marquette,1923-11-11 00:00:00
816,DOWNIST01,Steve,Downing,C,1973,1974,6.0,8.0,225.0,Indiana,1950-09-09 00:00:00
817,DOYLEDA01,Danny,Doyle,F,1962,1962,6.0,8.0,200.0,Belmont Abbey,1940-02-06 00:00:00
818,DOZIETE01,Terry,Dozier,F,1989,1989,6.0,9.0,210.0,South Carolina,1966-06-29 00:00:00
819,DREILGR01,Greg,Dreiling,C,1986,1996,7.0,1.0,250.0,Kansas,1963-11-07 00:00:00
820,DREWBR01,Bryce,Drew,G,1998,2003,6.0,2.0,185.0,Valparaiso,1974-09-21 00:00:00
821,DREWJO01,John,Drew,F,1974,1984,6.0,6.0,205.0,Gardner-Webb,1954-09-30 00:00:00
822,DREWLA01,Larry,Drew,G,1980,1990,6.0,1.0,170.0,Missouri,1958-04-02 00:00:00
823,DREXLCL01,Clyde,Drexler,G,1983,1997,6.0,7.0,210.0,Houston,1962-06-22 00:00:00
824,DRIGGNA01,Nate,Driggers,F,1996,1996,6.0,5.0,215.0,Montevallo,1973-10-12 00:00:00
825,DRISCTE01,Terry,Driscoll,F,1970,1974,6.0,7.0,215.0,Boston College,1947-08-28 00:00:00
826,DROBNPR01,Predrag,Drobnjak,C,2001,2004,6.0,11.0,270.0,None,1975-10-27 00:00:00
827,DROLLRA01,Ralph,Drollinger,C,1980,1980,7.0,2.0,250.0,UCLA,1954-04-20 00:00:00
828,DUCKEDI01,Dick,Duckett,G,1957,1957,6.0,1.0,185.0,St. John's,1933-03-25 00:00:00
829,DUCKWKE01,Kevin,Duckworth,C,1986,1996,7.0,0.0,275.0,Eastern Illinois,1964-04-01 00:00:00
830,DUDLECH01,Charles,Dudley,G,1972,1978,6.0,2.0,180.0,Washington,1950-03-05 00:00:00
831,DUDLECH02,Chris,Dudley,C,1987,2002,6.0,11.0,235.0,Yale,1965-02-22 00:00:00
832,DUEROTE01,Terry,Duerod,G,1979,1982,6.0,2.0,180.0,Detroit,1956-07-29 00:00:00
833,DUFFYBO01,Bob,Duffy,F,1946,1946,6.0,4.0,175.0,Tulane,1922-07-05 00:00:00
834,DUFFYBO02,Bob,Duffy,G,1962,1964,6.0,3.0,185.0,Colgate,1940-09-26 00:00:00
835,DUHONCH01,Chris,Duhon,G,2004,2004,6.0,1.0,193.0,Duke,1982-08-31 00:00:00
836,DUKESWA01,Walter,Dukes,C,1955,1962,7.0,0.0,220.0,Seton Hall,1930-06-23 00:00:00
837,DUMARJO01,Joe,Dumars,G,1985,1998,6.0,3.0,190.0,McNeese State,1963-05-24 00:00:00
838,DUMASRI01,Richard,Dumas,F,1992,1995,6.0,7.0,200.0,Oklahoma State,1969-05-19 00:00:00
839,DUMASRI02,Rich,Dumas,G,1968,1968,6.0,3.0,170.0,NE Oklahoma State,1945-01-01 00:00:00
840,DUMASTO01,Tony,Dumas,G,1994,1997,6.0,6.0,190.0,Missouri-K.C.,1972-08-25 00:00:00
841,DUNCAAN01,Andy,Duncan,F,1948,1950,6.0,6.0,195.0,William & Mary,1922-04-17 00:00:00
842,DUNCATI01,Tim,Duncan,F,1997,2004,7.0,0.0,248.0,Wake Forest,1976-04-25 00:00:00
843,DUNLEMI01,Mike,Dunleavy,G,1976,1989,6.0,2.5,180.0,South Carolina,1954-03-21 00:00:00
844,DUNLEMI02,Mike,Dunleavy,F,2002,2004,6.0,9.0,221.0,Duke,1980-09-15 00:00:00
845,DUNNPA01,Pat,Dunn,G,1957,1957,6.0,2.0,170.0,Utah State,1931-03-17 00:00:00
846,DUNNTR01,T.r.,Dunn,G,1977,1990,6.0,4.0,192.0,Alabama,1955-02-01 00:00:00
847,DUPRERO01,Ronald,Dupree,F,2003,2004,6.0,7.0,209.0,LSU,1981-01-26 00:00:00
848,DURENJO01,John,Duren,G,1980,1982,6.0,3.0,195.0,Georgetown,1958-10-30 00:00:00
849,DURHAJA01,Jarrett,Durham,F,1971,1971,6.0,5.0,188.0,Duquesne,1949-08-22 00:00:00
850,DURHAPA01,Pat,Durham,F,1992,1994,6.0,7.0,210.0,Colorado State,1967-03-10 00:00:00
851,DURRADE01,Devin,Durrant,F,1984,1985,6.0,7.0,200.0,Brigham Young,1960-10-20 00:00:00
852,DURREKE01,Ken,Durrett,F,1971,1974,6.0,7.0,190.0,LaSalle,1948-12-08 00:00:00
853,DUVALDE01,Dennis,Duval,G,1974,1975,6.0,3.0,175.0,Syracuse,1952-03-31 00:00:00
854,DWANJA01,Jack,Dwan,F,1948,1948,6.0,4.0,200.0,Loyola (IL),1921-05-03 00:00:00
855,DYKEMCR01,Craig,Dykema,F,1981,1981,6.0,8.0,190.0,Long Beach State,1959-06-11 00:00:00
856,DYKERGE01,Gene,Dyker,F,1953,1953,6.0,6.0,225.0,DePaul,1930-02-17 00:00:00
857,EACKLLE01,Ledell,Eackles,G,1988,1997,6.0,5.0,220.0,New Orleans,1966-11-24 00:00:00
858,EAKINJI01,Jim,Eakins,C,1968,1977,6.0,11.0,215.0,Brigham Young,1946-05-24 00:00:00
859,EARLAC01,Acie,Earl,C,1993,1996,6.0,10.0,240.0,Iowa,1970-06-23 00:00:00
860,EARLEED01,Ed,Earle,F,1953,1953,6.0,3.0,190.0,Loyola (IL),1927-04-28 00:00:00
861,EATONMA01,Mark,Eaton,C,1982,1992,7.0,3.0,275.0,UCLA,1957-01-24 00:00:00
862,EAVESJE01,Jerry,Eaves,G,1982,1986,6.0,4.0,180.0,Louisville,1959-02-08 00:00:00
863,EBBENBI01,Bill,Ebben,G,1957,1957,6.0,4.0,190.0,Detroit,1935-10-07 00:00:00
864,EBERHAL01,Al,Eberhard,F,1974,1977,6.0,6.0,225.0,Missouri,1952-05-10 00:00:00
865,EBIND01,Ndudi,Ebi,F,2003,2004,6.0,9.0,195.0,UCLA,1984-06-18 00:00:00
866,EBRONRO01,Roy,Ebron,C,1973,1973,6.0,9.0,220.0,Southwestern Louisiana,1951-08-31 00:00:00
867,EDDIEPA01,Patrick,Eddie,C,1991,1991,6.0,11.0,240.0,Mississippi,1967-12-27 00:00:00
868,EDDLETH01,Thomas,Eddleman,F,1949,1952,6.0,2.5,189.0,Illinois,1922-12-27 00:00:00
869,EDELIKE01,Kent,Edelin,F,1984,1984,6.0,8.0,205.0,Virginia,1962-05-24 00:00:00
870,EDGECH01,Charlie,Edge,F,1973,1974,6.0,6.0,210.0,Lemoyne-Owen,1950-02-23 00:00:00
871,EDMONBO01,Bobby,Edmonds,F,1967,1969,6.0,6.0,220.0,Tennessee State,1941-03-08 00:00:00
872,EDMONKE01,Keith,Edmonson,G,1982,1983,6.0,5.0,195.0,Purdue,1960-09-28 00:00:00
873,EDNEYTY01,Tyus,Edney,G,1995,2000,5.0,10.0,152.0,UCLA,1973-02-14 00:00:00
874,EDWARBI01,Bill,Edwards,F,1993,1993,6.0,8.0,215.0,Wright State,1971-09-22 00:00:00
875,EDWARBL01,Blue,Edwards,F,1989,1998,6.0,4.0,200.0,East Carolina,1965-10-31 00:00:00
876,EDWARDO01,Doug,Edwards,F,1993,1995,6.0,7.0,220.0,Florida State,1971-01-21 00:00:00
877,EDWARFR01,Franklin,Edwards,G,1981,1987,6.0,1.0,170.0,Cleveland State,1959-02-02 00:00:00
878,EDWARJA01,James,Edwards,C,1977,1995,7.0,0.0,225.0,Washington,1955-11-22 00:00:00
879,EDWARJA02,Jay,Edwards,F,1989,1989,6.0,4.0,185.0,Indiana,1969-01-03 00:00:00
880,EDWARKE01,Kevin,Edwards,G,1988,2000,6.0,3.0,190.0,DePaul,1965-10-30 00:00:00
881,EDWARJO01,John,Edwards,C,2004,2004,7.0,0.0,264.0,Kent St.,1981-07-31 00:00:00
882,EDWARCO01,Corsley,Edwards,F,2004,2004,6.0,9.0,275.0,Central Connecticut State,1979-03-05 00:00:00
883,EGANJO01,Johnny,Egan,G,1961,1971,5.0,11.0,180.0,Providence,1939-01-31 00:00:00
884,EGGLELO01,Lonnie,Eggleston,G,1948,1948,6.0,0.0,170.0,Oklahoma A&M,1918-06-08 00:00:00
885,EHLERED01,Eddie,Ehlers,G,1947,1948,6.0,3.0,198.0,Purdue,1923-03-10 00:00:00
886,EHLOCR01,Craig,Ehlo,G,1983,1996,6.0,6.0,180.0,Washington State,1961-08-11 00:00:00
887,EICHHDI01,Dick,Eichhorst,G,1961,1961,6.0,3.0,200.0,Southeast Missouri,1933-10-21 00:00:00
888,EISLEHO01,Howard,Eisley,G,1994,2004,6.0,2.0,177.0,Boston College,1972-12-04 00:00:00
889,EKEZIOB01,Obinna,Ekezie,F,1999,2004,6.0,9.0,270.0,Maryland,1975-08-22 00:00:00
890,EL-AMKH01,Khalid,El-amin,G,2000,2000,5.0,9.0,200.0,Connecticut,1979-04-25 00:00:00
891,ELIASDO01,Don,Eliason,F,1946,1946,6.0,2.0,210.0,Hamline,1918-07-24 00:00:00
892,ELIEMA01,Mario,Elie,F,1990,2000,6.0,5.0,210.0,American International,1963-11-26 00:00:00
893,ELLEFRA01,Ray,Ellefson,C,1948,1950,6.0,8.0,230.0,West Texas State,1927-11-18 00:00:00
894,ELLIOBO01,Bob,Elliott,C,1978,1980,6.0,9.0,225.0,Arizona,1955-08-18 00:00:00
895,ELLIOSE01,Sean,Elliott,F,1989,2000,6.0,8.0,205.0,Arizona,1968-02-02 00:00:00
896,ELLISAL01,Alexander,Ellis,F,1958,1959,6.0,5.0,185.0,Niagara,1936-02-11 00:00:00
897,ELLISBO01,Bo,Ellis,F,1977,1979,6.0,9.0,197.0,Marquette,1954-08-08 00:00:00
898,ELLISDA01,Dale,Ellis,G,1983,1999,6.0,7.0,205.0,Tennessee,1960-08-06 00:00:00
899,ELLISHA01,Harold,Ellis,F,1993,1997,6.0,5.0,200.0,Morehouse,1970-10-07 00:00:00
900,ELLISJO01,Joe,Ellis,F,1966,1973,6.0,6.0,175.0,San Francisco,1944-05-03 00:00:00
901,ELLISLA01,Laphonso,Ellis,F,1992,2002,6.0,8.0,240.0,Notre Dame,1970-05-05 00:00:00
902,ELLISLE01,Leroy,Ellis,F,1962,1975,6.0,10.0,210.0,St. John's,1940-03-10 00:00:00
903,ELLISLE02,Leron,Ellis,C,1991,1995,6.0,9.0,225.0,Syracuse,1969-04-28 00:00:00
904,ELLISPE01,Pervis,Ellison,C,1989,2000,6.0,9.0,210.0,Louisville,1967-04-03 00:00:00
905,ELMORLE01,Len,Elmore,C,1974,1983,6.0,9.0,220.0,Maryland,1952-03-28 00:00:00
906,ELSONFR01,Francisco,Elson,C,2003,2004,7.0,0.0,213.0,California,1976-02-28 00:00:00
907,ELSTODA01,Darrell,Elston,G,1974,1976,6.0,3.5,190.0,North Carolina,1952-08-15 00:00:00
908,ELYME01,Melvin,Ely,F,2002,2004,6.0,10.0,260.0,Fresno State,1978-05-02 00:00:00
909,EMBRYWA01,Wayne,Embry,C,1958,1968,6.0,8.0,240.0,Miami (OH),1937-03-26 00:00:00
910,EMMETAN01,Andre,Emmett,G,2004,2004,6.0,4.0,216.0,Texas Tech,1982-08-27 00:00:00
911,ENDRENE01,Ned,Endress,F,1946,1946,6.0,2.0,200.0,Akron,1918-03-02 00:00:00
912,ENGLECH01,Chris,Engler,C,1982,1987,6.0,11.0,245.0,Wyoming,1959-03-01 00:00:00
913,ENGLEWA01,Wayne,Englestad,F,1988,1988,6.0,8.0,245.0,California-Irvine,1963-12-06 00:00:00
914,ENGLIAJ01,A.j.,English,G,1990,1991,6.0,3.0,175.0,Virginia Union,1967-07-11 00:00:00
915,ENGLIAL01,Alex,English,F,1976,1990,6.0,7.0,190.0,South Carolina,1954-01-05 00:00:00
916,ENGLICL01,Claude,English,G,1970,1970,6.0,4.0,185.0,Rhode Island,1946-12-26 00:00:00
917,ENGLIJO01,Jojo,English,G,1992,1994,6.0,4.0,195.0,South Carolina,1970-02-04 00:00:00
918,ENGLISC01,Scott,English,F,1972,1974,6.0,6.0,205.0,UTEP,1950-10-20 00:00:00
919,ENGLUGE01,Gene,Englund,F,1949,1949,6.0,4.5,205.0,Wisconsin,1917-10-21 00:00:00
920,EPPSRA01,Ray,Epps,F,1978,1978,6.0,6.0,195.0,Norfolk State,1956-08-20 00:00:00
921,ERIASBO01,Bo,Erias,F,1957,1957,6.0,3.0,220.0,Niagara,1932-07-30 00:00:00
922,ERICKKE01,Keith,Erickson,F,1965,1976,6.0,5.0,195.0,UCLA,1944-04-19 00:00:00
923,ERVINJU01,Julius,Erving,F,1971,1986,6.0,6.0,200.0,Massachusetts,1950-02-22 00:00:00
924,ESCHMEV01,Evan,Eschmeyer,C,1999,2002,6.0,11.0,255.0,Northwestern,1975-05-30 00:00:00
925,ESKRIJA01,Jack,Eskridge,C,1948,1948,6.0,5.0,200.0,Kansas,1924-01-21 00:00:00
926,ESPOSVI01,Vincent,Esposito,G,1995,1995,6.0,3.0,198.0,none,1969-01-03 00:00:00
927,EVANSBI01,Billy,Evans,G,1969,1969,6.0,0.0,170.0,Boston College,1947-03-03 00:00:00
928,EVANSBO01,Bob,Evans,G,1949,1949,6.0,2.0,175.0,Butler,1925-05-31 00:00:00
929,EVANSBR01,Brian,Evans,F,1996,1998,6.0,8.0,220.0,Indiana,1973-09-13 00:00:00
930,EVANSEA01,Earl,Evans,F,1979,1979,6.0,8.0,202.0,UNLV,1955-11-11 00:00:00
931,EVANSMA01,Maurice,Evans,F,2001,2004,6.0,5.0,220.0,Texas,1978-11-08 00:00:00
932,EVANSMI01,Mike,Evans,G,1979,1987,6.0,1.0,170.0,Kansas State,1955-04-19 00:00:00
933,EVANSRE01,Reggie,Evans,F,2002,2004,6.0,8.0,245.0,Iowa,1980-05-18 00:00:00
934,EWINGPA01,Patrick,Ewing,C,1985,2001,7.0,0.0,240.0,Georgetown,1962-08-05 00:00:00
935,EZERSJO01,Johnny,Ezersky,F,1947,1949,6.0,3.0,175.0,none,1921-01-01 00:00:00
936,FABELJO01,Joe,Fabel,F,1946,1946,6.0,1.0,190.0,Pittsburgh,1913-09-04 00:00:00
937,FAIRCJO01,John,Fairchild,F,1965,1969,6.0,7.5,205.0,Brigham Young,1943-04-28 00:00:00
938,FARBMPH01,Phil,Farbman,F,1948,1948,6.0,1.0,185.0,CCNY,1924-04-03 00:00:00
939,FARLEDI01,Dick,Farley,G,1954,1958,6.0,4.0,190.0,Indiana,1932-04-13 00:00:00
940,FARMEJI01,Jim,Farmer,F,1987,1993,6.0,4.0,190.0,Alabama,1964-09-23 00:00:00
941,FARMEMI01,Mike,Farmer,F,1958,1965,6.0,7.0,210.0,San Francisco,1936-09-26 00:00:00
942,FARMETO01,Tony,Farmer,F,1997,1999,6.0,9.0,244.0,Nebraska,1970-01-03 00:00:00
943,FAUGHBO01,Bob,Faught,F,1946,1946,6.0,5.0,185.0,Notre Dame,1921-09-02 00:00:00
944,FEDORDA01,Dave,Fedor,F,1962,1962,6.0,6.0,190.0,Florida State,1940-12-10 00:00:00
945,FEERIBO01,Bob,Feerick,G,1946,1949,6.0,3.0,190.0,Santa Clara,1920-01-02 00:00:00
946,FEHERBU01,Butch,Feher,G,1976,1976,6.0,4.0,185.0,Vanderbilt,1954-05-19 00:00:00
947,FEICKJA01,Jamie,Feick,F,1996,2000,6.0,9.0,255.0,Michigan State,1974-07-03 00:00:00
948,FEIERRO01,Ron,Feiereisel,G,1955,1955,6.0,3.0,185.0,DePaul,1931-08-06 00:00:00
949,FEIGEGE01,George,Feigenbaum,G,1949,1952,6.0,1.0,185.0,Kentucky,1929-07-02 00:00:00
950,FEITLDA01,Dave,Feitl,C,1986,1991,6.0,11.0,235.0,UTEP,1962-06-08 00:00:00
951,FELIXRA01,Ray,Felix,C,1953,1961,6.0,11.0,220.0,LIU,1930-12-10 00:00:00
952,FENDLJA01,Jake,Fendley,G,1951,1952,6.0,0.0,180.0,Northwestern,1929-06-12 00:00:00
953,FENLEBI01,Bill,Fenley,F,1946,1946,6.0,3.0,190.0,Manhattan,1922-02-08 00:00:00
954,FERGUDE01,Desmond,Ferguson,F,2003,2003,6.0,7.0,203.0,Detroit,1977-07-22 00:00:00
955,FERNSER01,Eric,Fernsten,C,1975,1983,6.0,10.0,205.0,San Francisco,1953-11-01 00:00:00
956,FERRAAL01,Al,Ferrari,G,1955,1962,6.0,4.0,190.0,Michigan State,1933-07-06 00:00:00
957,FERRERO01,Rolando,Ferreira,F,1988,1988,7.0,1.0,240.0,Houston,1964-05-24 00:00:00
958,FERREDU01,Duane,Ferrell,F,1988,1998,6.0,7.0,209.0,Georgia Tech,1965-02-28 00:00:00
959,FERRIAR01,Arnie,Ferrin,F,1948,1950,6.0,2.0,180.0,Utah,1925-07-29 00:00:00
960,FERRYBO01,Bob,Ferry,C,1959,1968,6.0,8.0,230.0,Saint Louis,1937-05-31 00:00:00
961,FERRYDA01,Danny,Ferry,F,1990,2002,6.0,10.0,230.0,Duke,1966-10-17 00:00:00
962,FIELDBO01,Bobby,Fields,G,1971,1971,6.0,2.5,175.0,LaSalle,1949-10-20 00:00:00
963,FIELDKE01,Kenny,Fields,F,1984,1987,6.0,5.0,220.0,UCLA,1962-02-09 00:00:00
964,FILIPRO01,Ron,Filipek,F,1967,1967,6.0,5.0,205.0,Tennessee Tech,1944-02-05 00:00:00
965,FILLMGR01,Greg,Fillmore,C,1970,1971,7.0,1.0,240.0,Cheyney State,1947-03-07 00:00:00
966,FINCHLA01,Larry,Finch,G,1973,1974,6.0,2.0,185.0,Memphis State,1951-02-16 00:00:00
967,FINKEHA01,Hank,Finkel,C,1966,1974,7.0,0.0,240.0,Dayton,1942-04-20 00:00:00
968,FINLEMI01,Michael,Finley,F,1995,2004,6.0,7.0,215.0,Wisconsin,1973-03-06 00:00:00
969,FINNDA01,Danny,Finn,G,1952,1954,6.0,1.0,185.0,St. John's,1928-05-27 00:00:00
970,FISHMA01,Matt,Fish,C,1994,1996,6.0,11.0,235.0,UNC-Wilmington,1969-11-18 00:00:00
971,FISHEDE01,Derek,Fisher,G,1996,2004,6.0,1.0,200.0,Arkansas-Little Rock,1974-08-09 00:00:00
972,FISHERI01,Rick,Fisher,F,1971,1971,6.0,5.0,215.0,Colorado State,1948-10-27 00:00:00
973,FITZGBO01,Bob,Fitzgerald,F,1946,1948,6.0,5.0,190.0,Fordham,1923-03-14 00:00:00
974,FITZGDI01,Dick,Fitzgerald,F,1946,1947,6.0,2.0,175.0,Seton Hall,1920-11-18 00:00:00
975,FIZERMA01,Marcus,Fizer,F,2000,2004,6.0,8.0,260.0,Iowa State,1978-08-10 00:00:00
976,FLEISJE01,Jerry,Fleishman,G,1946,1952,6.0,2.0,190.0,NYU,1922-02-14 00:00:00
977,FLEMIAL01,Al,Fleming,F,1977,1977,6.0,7.0,215.0,Arizona,1954-04-05 00:00:00
978,FLEMIED01,Ed,Fleming,G,1955,1959,6.0,3.0,189.0,Niagara,1933-07-25 00:00:00
979,FLEMIVE01,Vern,Fleming,G,1984,1995,6.0,5.0,185.0,Georgia,1962-02-04 00:00:00
980,FLORELU01,Luis,Flores,G,2004,2004,6.0,1.0,202.0,Manhattan,1981-04-11 00:00:00
981,FLOWEBR01,Bruce,Flowers,F,1982,1982,6.0,8.0,225.0,Notre Dame,1957-06-13 00:00:00
982,FLOYDSL01,Sleepy,Floyd,G,1982,1994,6.0,3.0,170.0,Georgetown,1960-03-06 00:00:00
983,FLYNNMI01,Mike,Flynn,G,1975,1977,6.0,2.0,180.0,Kentucky,1953-07-31 00:00:00
984,FOGLELA01,Larry,Fogle,G,1975,1975,6.0,5.0,205.0,Canisius,1953-03-19 00:00:00
985,FOLEYJA01,Jack,Foley,F,1962,1962,6.0,3.0,170.0,Holy Cross,1939-04-19 00:00:00
986,FONTAIS01,Isaac,Fontaine,G,2001,2001,6.0,4.0,210.0,Washington State,1975-04-16 00:00:00
987,FONTALE01,Levi,Fontaine,G,1970,1970,6.0,4.0,190.0,Maryland State,1948-11-01 00:00:00
988,FORDAL01,Alphonso,Ford,F,1993,1994,6.0,1.0,190.0,Mississippi Valley State,1971-10-31 00:00:00
989,FORDAL02,Alton,Ford,F,2001,2003,6.0,9.0,275.0,Houston,1981-05-29 00:00:00
990,FORDBO01,Bob,Ford,F,1972,1972,6.0,7.0,228.0,Purdue,1950-01-26 00:00:00
991,FORDCH01,Chris,Ford,G,1972,1981,6.0,5.0,190.0,Villanova,1949-01-11 00:00:00
992,FORDDO01,Don,Ford,F,1975,1981,6.0,8.5,215.0,Cal. State-Santa Barbara,1952-12-31 00:00:00
993,FORDJA01,Jake,Ford,G,1970,1971,6.0,3.0,180.0,Maryland State,1946-04-29 00:00:00
994,FORDPH01,Phil,Ford,G,1978,1984,6.0,2.0,175.0,North Carolina,1956-02-09 00:00:00
995,FORDSH01,Sherell,Ford,F,1995,1995,6.0,7.0,210.0,Illinois-Chicago,1972-08-26 00:00:00
996,FORDTJ01,T.J.,Ford,G,2003,2003,5.0,10.0,165.0,Texas,1983-03-24 00:00:00
997,FORMADO01,Donnie,Forman,G,1948,1948,5.0,10.0,175.0,NYU,1926-01-17 00:00:00
998,FORREBA01,Bayard,Forrest,C,1977,1978,6.0,10.0,235.0,Grand Canyon,1954-07-08 00:00:00
999,FORTEJO01,Joseph,Forte,G,2001,2002,6.0,4.0,192.0,North Carolina,1981-05-23 00:00:00
1000,FORTSDA01,Danny,Fortson,F,1997,2004,6.0,7.0,260.0,Cincinnati,1976-03-27 00:00:00
1001,FOSTEFR01,Fred,Foster,F,1968,1976,6.0,5.0,210.0,Miami (OH),1946-03-18 00:00:00
1002,FOSTEGR01,Greg,Foster,C,1990,2002,6.0,11.0,240.0,UTEP,1968-10-03 00:00:00
1003,FOSTEJE01,Jeff,Foster,C,1999,2004,6.0,11.0,236.0,Southwest Texas State,1977-01-16 00:00:00
1004,FOSTEJI01,Jimmy,Foster,G,1974,1975,6.0,1.0,175.0,Connecticut,1951-12-16 00:00:00
1005,FOSTERO01,Rod,Foster,G,1983,1985,6.0,1.0,160.0,UCLA,1960-10-10 00:00:00
1006,FOTSIAN01,Antonis,Fotsis,F,2001,2001,6.0,10.0,219.0,None,1981-04-01 00:00:00
1007,FOUSTLA01,Larry,Foust,C,1950,1961,6.0,9.0,215.0,LaSalle,1928-06-24 00:00:00
1008,FOWLECA01,Cal,Fowler,G,1969,1969,6.0,0.0,175.0,St. Francis (PA),1940-02-11 00:00:00
1009,FOWLEJE01,Jerry,Fowler,C,1951,1951,6.0,7.5,230.0,Missouri,1927-06-20 00:00:00
1010,FOWLKTR01,Tremaine,Fowlkes,F,2001,2004,6.0,7.0,208.0,Fresno State,1976-04-11 00:00:00
1011,FOXHA01,Harold,Fox,G,1972,1972,6.0,2.0,175.0,Jacksonville,1949-08-29 00:00:00
1012,FOXJI01,Jim,Fox,C,1967,1976,6.0,10.0,230.0,South Carolina,1943-04-07 00:00:00
1013,FOXRI01,Rick,Fox,F,1991,2003,6.0,7.0,230.0,North Carolina,1969-07-24 00:00:00
1014,FOYLEAD01,Adonal,Foyle,C,1997,2004,6.0,10.0,250.0,Colgate,1975-03-09 00:00:00
1015,FRAHMRI01,Richie,Frahm,G,2003,2004,6.0,5.0,210.0,Gonzaga,1977-08-14 00:00:00
1016,FRANCST01,Steve,Francis,G,1999,2004,6.0,3.0,195.0,Maryland,1978-02-21 00:00:00
1017,FRANKTE01,Tellis,Frank,F,1987,1993,6.0,10.0,225.0,Western Kentucky,1965-04-26 00:00:00
1018,FRANKNA01,Nat,Frankel,F,1946,1946,6.0,0.0,195.0,Brooklyn,1913-11-03 00:00:00
1019,FRANKWI01,Will,Franklin,F,1972,1975,6.0,7.0,220.0,Purdue,1949-10-19 00:00:00
1020,FRANZRO01,Ron,Franz,F,1967,1972,6.0,7.0,205.0,Kansas,1945-10-20 00:00:00
1021,FRAZIWA01,Walt,Frazier,G,1967,1979,6.0,4.0,200.0,Southern Illinois,1945-03-29 00:00:00
1022,FRAZIWI01,Will,Frazier,F,1965,1965,6.0,7.0,210.0,Grambling,1942-08-24 00:00:00
1023,FRAZIWI02,Wilbert,Frazier,C,1967,1968,6.0,7.0,210.0,UCLA,1945-01-01 00:00:00
1024,FREDEAN01,Anthony,Frederick,F,1988,1991,6.0,7.0,205.0,Pepperdine,1964-12-07 00:00:00
1025,FREEWO01,World,Free,G,1975,1987,6.0,2.0,185.0,Guilford,1953-12-09 00:00:00
1026,FREEMDO01,Donnie,Freeman,G,1967,1975,6.0,3.0,185.0,Illinois,1944-07-18 00:00:00
1027,FREEMGA01,Gary,Freeman,F,1970,1970,6.0,9.0,210.0,Oregon State,1948-07-25 00:00:00
1028,FREEMRO01,Rod,Freeman,F,1973,1973,6.0,7.0,225.0,Vanderbilt,1950-11-05 00:00:00
1029,FREIJMA01,Matt,Freije,F,2004,2004,6.0,10.0,249.0,Vanderbilt,1981-10-02 00:00:00
1030,FREYFR01,Frido,Frey,F,1946,1946,6.0,2.0,195.0,LIU,1921-10-26 00:00:00
1031,FRIENLA01,Larry,Friend,G,1957,1957,6.0,4.0,185.0,California,1935-04-14 00:00:00
1032,FRINKPA01,Pat,Frink,G,1968,1968,6.0,4.0,195.0,Colorado,1945-02-18 00:00:00
1033,FRITSJI01,Jim,Fritsche,C,1953,1954,6.0,8.0,210.0,Hamline,1931-12-10 00:00:00
1034,FRYERBE01,Bernie,Fryer,G,1973,1974,6.0,3.0,185.0,Brigham Young,1949-12-25 00:00:00
1035,FUCARFR01,Frank,Fucarino,F,1946,1946,6.0,2.0,175.0,LIU,1920-07-24 00:00:00
1036,FUETSHE01,Herm,Fuetsch,G,1947,1947,6.0,0.0,170.0,none,1918-07-06 00:00:00
1037,FULKSJO01,Joe,Fulks,F,1946,1953,6.0,5.0,190.0,Murray State,1921-10-26 00:00:00
1038,FULLECA01,Carl,Fuller,C,1970,1971,6.0,9.0,225.0,Bethune-Cookman,1946-01-10 00:00:00
1039,FULLETO01,Tony,Fuller,G,1980,1980,6.0,4.0,180.0,Pepperdine,1958-09-04 00:00:00
1040,FULLETO02,Todd,Fuller,C,1996,2000,6.0,11.0,255.0,North Carolina State,1974-07-25 00:00:00
1041,FULLEHI01,Hiram,Fuller,F,2003,2003,6.0,9.0,240.0,Fresno State,1981-05-15 00:00:00
1042,FUNDELA01,Lawrence,Funderburke,F,1997,2004,6.0,9.0,230.0,Ohio State,1970-12-15 00:00:00
1043,FURLOTE01,Terry,Furlow,G,1976,1979,6.0,4.0,190.0,Michigan State,1954-10-18 00:00:00
1044,GABORBI01,Billy,Gabor,G,1949,1954,5.0,11.0,170.0,Syracuse,1922-05-13 00:00:00
1045,GADZUDA01,Dan,Gadzuric,C,2002,2004,6.0,11.0,240.0,UCLA,1978-08-02 00:00:00
1046,GAINEEL01,Elmer,Gainer,C,1947,1949,6.0,6.0,195.0,DePaul,1919-01-01 00:00:00
1047,GAINEBI01,Bill,Gaines,G,1968,1968,6.0,4.0,185.0,East Texas State,1946-03-10 00:00:00
